Date,Hour,WatchPoint,AQI,Level,PrimaryPollution,PM2.5,PM10,CO,NO2,O3_1h,O3_8h,SO2
20200326,18,老年大学,46,优,NaN,32,34,1.2,53,26,24,5
20200326,18,人大宾馆,38,优,NaN,26,NaN,1.1,57,13,12,5
20200326,18,监测站,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200326,18,市政府原办公楼(190307启用),80,良,颗粒物(PM10),57,110,0.5,18,136,78,16
20200326,18,市政府原办公楼(20190308启用),17,优,NaN,10,17,0.5,27,50,48,5
20200326,18,市政府原办公楼,36,优,NaN,25,NaN,1.4,63,16,17,5
20200326,20,老年大学,83,良,细颗粒物(PM2.5),61,NaN,0.9,37,14,21,6
20200326,20,人大宾馆,49,优,NaN,34,NaN,0.9,37,4,12,4
20200326,20,监测站,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200326,20,市政府原办公楼(190307启用),80,良,颗粒物(PM10),57,110,0.5,18,136,78,16
20200326,20,市政府原办公楼(20190308启用),17,优,NaN,10,17,0.5,27,50,48,5
20200326,20,市政府原办公楼,65,良,细颗粒物(PM2.5),47,NaN,1.1,40,8,15,7
20200326,21,老年大学,94,良,细颗粒物(PM2.5),70,72,0.8,32,15,21,5
20200326,21,人大宾馆,77,良,细颗粒物(PM2.5),56,63,0.8,33,5,12,4
20200326,21,监测站,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200326,21,市政府原办公楼(190307启用),80,良,颗粒物(PM10),57,110,0.5,18,136,78,16
20200326,21,市政府原办公楼(20190308启用),17,优,NaN,10,17,0.5,27,50,48,5
20200326,21,市政府原办公楼,94,良,细颗粒物(PM2.5),70,NaN,1.1,35,8,13,6
20200327,10,老年大学,41,优,NaN,16,41,0.4,16,53,51,5
20200327,10,人大宾馆,26,优,NaN,16,26,0.4,16,66,61,5
20200327,10,监测站,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200327,10,市政府原办公楼(190307启用),80,良,颗粒物(PM10),57,110,0.5,18,136,78,16
20200327,10,市政府原办公楼(20190308启用),17,优,NaN,10,17,0.5,27,50,48,5
20200327,10,市政府原办公楼,21,优,NaN,13,21,0.7,12,56,52,5
20200327,11,老年大学,44,优,NaN,15,44,0.4,13,57,52,5
20200327,11,人大宾馆,29,优,NaN,18,29,0.4,16,68,62,5
20200327,11,监测站,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200327,11,市政府原办公楼(190307启用),80,良,颗粒物(PM10),57,110,0.5,18,136,78,16
20200327,11,市政府原办公楼(20190308启用),17,优,NaN,10,17,0.5,27,50,48,5
20200327,11,市政府原办公楼,28,优,NaN,13,28,0.7,8,62,54,6
